"","X","SS","Year","latitude","longitude","Project","Gridnum","StationNum","recording_date","recording_time","method","transcriber","rain","wind","industry_noise","noise","GridnumZ","StationnumZ","Site","StationKey","DateTime","lubridated","Month","Day","Hour","Minute","Second","ALFL","AMBI","AMCO","AMCR","AMGO","AMRE","AMRO","AMWI","ATSP","BADO","BAOR","BARS","BAWA","BAWW","BBWA","BCCH","BCFR","BHCO","BHVI","BLBW","BLJA","BLPW","BOCH","BOOW","BOWA","BRBL","BRCR","BRSP","BTGN","BTNW","BWHA","BWWA","CANG","CAWA","CCLO","CCSP","CEDW","CHSP","CMWA","COLO","CONI","CONW","CORA","COYE","CSWA","DEJU","EAKI","EAPH","EUST","FOSP","FRGU","GCKI","GCTH","GHOW","GRAJ","GRCA","GRYE","HASP","HEBA","HEDT","HENO","HERA","HETH","HETR","HEWI","HOFI","HOSP","HOWR","LCSP","LEFL","LEYE","LIAI","LIBA","LIDT","LINO","LIRA","LISP","LITR","LIWI","MAWA","MAWR","MEGU","MGWA","MOAI","MOBA","MODO","MODT","MONO","MORA","MOTR","MOWA","MOWI","MYWA","NAWA","NESP","NOBO","NOFL","NOGO","NOPA","NOWA","NRWS","NSWO","OCWA","OSFL","OVEN","PAWA","PAWR","PBGR","PHVI","PISI","PIWO","PSFL","PUFI","RBGR","RBNU","RCKI","RESQ","REVI","RNGR","RUBL","RUGR","RWBL","SACR","SAPH","SAVS","SCTA","SEWR","SORA","SOSA","SOSP","SPSA","SPTO","SWSP","SWTH","TEWA","TOSO","TRES","UNAM","UNBL","UNCV","UNFI","UNFL","UNKN","UNOW","UNPA","UNSH","UNSP","UNSW","UNTE","UNTH","UNTR","UNVI","UNWA","UNWO","UNYE","VATH","VEER","WAVI","WBBE","WBNU","WCSP","WETA","WEWP","WISN","WIWA","WIWR","WOFR","WTDE","WTSP","WWCR","YBFL","YBSA","YEWA","YHBL","YRWA","round"
"12",12,"BG_1_100",2014,56.301901,-110.957741,"BG",1,100,"2014-07-08","10:00:00","3m 1SPM","Alex MacPhail",0,0,2,0,1,100,"BG-0001","BG-0001-100","2014-07-08 10:00:00","2014-07-08 10:00:00",7,8,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5
"13",13,"BG_1_100",2014,56.301901,-110.957741,"BG",1,100,"2014-07-08","10:00:00","3m1SPM+7mVS","Alex MacPhail",0,0,2,0,1,100,"BG-0001","BG-0001-100","2014-07-08 10:00:00","2014-07-08 10:00:00",7,8,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6
"14",14,"BG_1_101",2014,56.301922,-110.941597,"BG",1,101,"2014-06-12","05:00:00","3m 1SPM","Alex MacPhail",0,0,1,0,1,101,"BG-0001","BG-0001-101","2014-06-12 05:00:00","2014-06-12 05:00:00",6,12,5,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"15",15,"BG_1_101",2014,56.301922,-110.941597,"BG",1,101,"2014-06-12","05:00:00","3m1SPM+7mVS","Alex MacPhail",0,0,1,0,1,101,"BG-0001","BG-0001-101","2014-06-12 05:00:00","2014-06-12 05:00:00",6,12,5,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"16",16,"BG_1_101",2014,56.301922,-110.941597,"BG",1,101,"2014-06-12","10:00:00","3m 1SPM","Alex MacPhail",0,0,1,0,1,101,"BG-0001","BG-0001-101","2014-06-12 10:00:00","2014-06-12 10:00:00",6,12,10,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"17",17,"BG_1_101",2014,56.301922,-110.941597,"BG",1,101,"2014-06-12","10:00:00","3m1SPM+7mVS","Alex MacPhail",0,0,1,0,1,101,"BG-0001","BG-0001-101","2014-06-12 10:00:00","2014-06-12 10:00:00",6,12,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"18",18,"BG_1_101",2014,56.301922,-110.941597,"BG",1,101,"2014-06-18","05:00:00","3m1SPM+7mVS","Michelle Knaggs",0,0,0,0,1,101,"BG-0001","BG-0001-101","2014-06-18 05:00:00","2014-06-18 05:00:00",6,18,5,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"19",19,"BG_1_102",2014,56.302164,-110.925017,"BG",1,102,"2014-06-01","10:00:00","3m 1SPM","Michelle Knaggs",0,0,0,0,1,102,"BG-0001","BG-0001-102","2014-06-01 10:00:00","2014-06-01 10:00:00",6,1,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1
"20",20,"BG_1_102",2014,56.302164,-110.925017,"BG",1,102,"2014-06-01","10:00:00","3m1SPM+7mVS","Michelle Knaggs",0,0,2,0,1,102,"BG-0001","BG-0001-102","2014-06-01 10:00:00","2014-06-01 10:00:00",6,1,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
"21",21,"BG_1_102",2014,56.302164,-110.925017,"BG",1,102,"2014-06-03","05:00:00","3m1SPM+7mVS","Michelle Knaggs",0,0,0,0,1,102,"BG-0001","BG-0001-102","2014-06-03 05:00:00","2014-06-03 05:00:00",6,3,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3
"22",22,"BG_1_102",2014,56.302164,-110.925017,"BG",1,102,"2014-06-07","10:00:00","3m 1SPM","Alex MacPhail",0,0,1,0,1,102,"BG-0001","BG-0001-102","2014-06-07 10:00:00","2014-06-07 10:00:00",6,7,10,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,4
"23",23,"BG_1_102",2014,56.302164,-110.925017,"BG",1,102,"2014-06-07","10:00:00","3m1SPM+7mVS","Alex MacPhail",0,0,1,0,1,102,"BG-0001","BG-0001-102","2014-06-07 10:00:00","2014-06-07 10:00:00",6,7,10,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,5
"24",24,"BG_1_103",2014,56.301938,-110.909746,"BG",1,103,"2014-06-27","05:00:00","3m1SPM+7mVS","Michelle Knaggs",0,0,0,0,1,103,"BG-0001","BG-0001-103","2014-06-27 05:00:00","2014-06-27 05:00:00",6,27,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1
