"","SS","Visits"
"1153","BG_6_91",4
"1154","BG_6_92",4
"1155","BG_6_93",3
"1156","BG_6_94",4
"1157","BG_6_95",3
"1158","BG_6_96",4
"1159","BG_6_97",3
"1160","BG_6_99",4
"1161","BG_7_1",4
"1162","BG_7_10",4
"1163","BG_7_100",4
"1164","BG_7_11",4
"1165","BG_7_12",4
"1166","BG_7_13",3
"1167","BG_7_14",4
"1168","BG_7_15",4
"1169","BG_7_16",4
"1170","BG_7_18",4
"1171","BG_7_19",4
"1172","BG_7_2",4
"1173","BG_7_20",4
"1174","BG_7_21",4
"1175","BG_7_22",4
"1176","BG_7_24",4
"1177","BG_7_25",3
"1178","BG_7_26",3
"1179","BG_7_27",4
"1180","BG_7_28",4
"1181","BG_7_29",4
"1182","BG_7_3",4
"1183","BG_7_30",4
"1184","BG_7_31",2
"1185","BG_7_32",4
"1186","BG_7_33",4
"1187","BG_7_34",4
"1188","BG_7_35",4
"1189","BG_7_36",4
"1190","BG_7_37",4
"1191","BG_7_38",4
"1192","BG_7_39",3
"1193","BG_7_4",3
"1194","BG_7_40",3
"1195","BG_7_41",3
"1196","BG_7_42",4
"1197","BG_7_43",4
"1198","BG_7_44",4
"1199","BG_7_45",4
"1200","BG_7_46",4
"1201","BG_7_47",3
"1202","BG_7_48",4
"1203","BG_7_49",4
"1204","BG_7_5",4
"1205","BG_7_50",3
"1206","BG_7_51",4
"1207","BG_7_52",4
"1208","BG_7_53",4
"1209","BG_7_54",4
"1210","BG_7_55",4
"1211","BG_7_56",4
"1212","BG_7_57",8
"1213","BG_7_58",2
"1214","BG_7_59",3
"1215","BG_7_6",4
"1216","BG_7_60",4
"1217","BG_7_61",2
"1218","BG_7_62",3
"1219","BG_7_63",4
"1220","BG_7_64",4
"1221","BG_7_65",4
"1222","BG_7_66",4
"1223","BG_7_67",4
"1224","BG_7_68",4
"1225","BG_7_69",4
"1226","BG_7_7",4
"1227","BG_7_70",4
"1228","BG_7_71",4
"1229","BG_7_72",4
"1230","BG_7_73",3
"1231","BG_7_74",4
"1232","BG_7_75",3
"1233","BG_7_76",4
"1234","BG_7_77",4
"1235","BG_7_78",4
"1236","BG_7_79",4
"1237","BG_7_8",4
"1238","BG_7_80",2
"1239","BG_7_81",2
"1240","BG_7_82",3
"1241","BG_7_83",4
"1242","BG_7_84",3
"1243","BG_7_85",4
"1244","BG_7_86",4
"1245","BG_7_88",4
"1246","BG_7_89",4
"1247","BG_7_9",4
"1248","BG_7_90",4
"1249","BG_7_91",4
"1250","BG_7_92",3
"1251","BG_7_93",4
"1252","BG_7_94",4
"1253","BG_7_95",4
"1254","BG_7_96",4
"1255","BG_7_97",4
"1256","BG_7_98",3
"1257","BG_7_99",4
"1258","BG_8_52",1
"1259","BG_8_62",1
"1260","BG_9_10",4
"1261","BG_9_100",2
"1262","BG_9_11",4
"1263","BG_9_12",3
"1264","BG_9_13",4
"1265","BG_9_14",4
"1266","BG_9_15",5
"1267","BG_9_16",4
"1268","BG_9_17",4
"1269","BG_9_18",5
"1270","BG_9_19",5
"1271","BG_9_2",4
"1272","BG_9_20",4
"1273","BG_9_21",4
"1274","BG_9_22",5
"1275","BG_9_23",2
"1276","BG_9_24",3
"1277","BG_9_25",2
"1278","BG_9_26",3
"1279","BG_9_27",6
"1280","BG_9_28",3
"1281","BG_9_29",5
"1282","BG_9_3",3
"1283","BG_9_30",6
"1284","BG_9_31",5
"1285","BG_9_32",8
"1286","BG_9_33",5
"1287","BG_9_34",3
"1288","BG_9_35",4
"1289","BG_9_36",4
"1290","BG_9_37",2
"1291","BG_9_38",5
"1292","BG_9_39",2
"1293","BG_9_40",2
"1294","BG_9_41",3
"1295","BG_9_42",4
"1296","BG_9_43",3
"1297","BG_9_44",4
"1298","BG_9_45",4
"1299","BG_9_46",3
"1300","BG_9_47",2
"1301","BG_9_48",3
"1302","BG_9_49",4
"1303","BG_9_5",4
"1304","BG_9_50",5
"1305","BG_9_51",4
"1306","BG_9_52",4
"1307","BG_9_53",4
"1308","BG_9_54",3
"1309","BG_9_55",3
"1310","BG_9_56",4
"1311","BG_9_57",4
"1312","BG_9_58",3
"1313","BG_9_59",3
"1314","BG_9_6",5
"1315","BG_9_60",4
"1316","BG_9_61",4
"1317","BG_9_62",3
"1318","BG_9_63",3
"1319","BG_9_64",3
"1320","BG_9_65",4
"1321","BG_9_66",2
"1322","BG_9_67",4
"1323","BG_9_68",2
"1324","BG_9_69",3
"1325","BG_9_7",4
"1326","BG_9_70",4
"1327","BG_9_71",4
"1328","BG_9_72",4
"1329","BG_9_73",2
"1330","BG_9_74",3
"1331","BG_9_75",4
"1332","BG_9_76",3
"1333","BG_9_77",4
"1334","BG_9_78",3
"1335","BG_9_79",3
"1336","BG_9_8",6
"1337","BG_9_80",3
"1338","BG_9_81",4
"1339","BG_9_82",4
"1340","BG_9_83",2
"1341","BG_9_84",4
"1342","BG_9_85",3
"1343","BG_9_86",3
"1344","BG_9_87",3
"1345","BG_9_88",2
"1346","BG_9_89",4
"1347","BG_9_9",4
"1348","BG_9_90",3
"1349","BG_9_91",3
"1350","BG_9_92",2
"1351","BG_9_94",3
"1352","BG_9_95",4
"1353","BG_9_96",2
"1354","BG_9_97",3
"1355","BG_9_98",4
"1356","BG_9_99",2
